NORWICH PHARM;100015744707;NORWICH PHARM-#1BK -TRANS;;;0
WEST WINFIELD;100015744719;WEST WINFIELD-#2BK;;;2690
WEST WINFIELD;100015744721;WEST WINFIELD-#2BK;;;2690
WEST WINFIELD;100015744723;WEST WINFIELD-#2BK;;;2690
AXTELL RD;100015744795;AXTELL RD -#1BK -TRANS;;;867
AXTELL RD;100015744797;AXTELL RD -#1BK -TRANS;;;867
AXTELL RD;100015744799;AXTELL RD -#1BK -TRANS;;;867
AXTELL RD;100015744819;AXTELL RD -#2BK -TRANS;;;3171
DELHI;100015745074;DELHI-#1BK -TRANS;;;745
DELHI;100015745076;DELHI-#1BK -TRANS;;;745
DELHI;100015745078;DELHI-#1BK -TRANS;;;745
DELHI;100015745094;DELHI- #4BK -TRANS;;;904
DELHI;100015745096;DELHI- #4BK -TRANS;;;904
DELHI;100015745098;DELHI- #4BK -TRANS;;;904
DELHI;100015745100;DELHI- #4BK -TRANS;;;904
DELHI;100015745102;DELHI -#5BK -TRANS;;;1258
DELHI;100015745104;DELHI -#5BK -TRANS;;;1258
DELHI;100015745106;DELHI -#5BK -TRANS;;;1258
DEPOSIT;100015745354;DEPOSIT- #1BK -TRANS;;;1076
DELHI;100015745356;DELHI -GRND-BK -TRANS;;;0
DELHI;100015745358;DELHI -GRND-BK -TRANS;;;0
DELHI;100015745362;DELHI -GRND-BK -TRANS;;;0
DEPOSIT;100015745383;DEPOSIT-#2BK -TRANS;;;1883
DEPOSIT;100015745393;DEPOSIT- #1BK -TRANS;;;1076
DEPOSIT;100015745395;DEPOSIT- #1BK -TRANS;;;1076
DEPOSIT;100015745399;DEPOSIT-#2BK -TRANS;;;1883
DEPOSIT;100015745401;DEPOSIT-#2BK -TRANS;;;1883
DEPOSIT;100015745403;DEPOSIT-#2BK -TRANS;;;1883
DOWNSVILLE;100015745465;DOWNSVILLE-#1BK -TRANS;;;1183
DOWNSVILLE;100015745467;DOWNSVILLE-#1BK -TRANS;;;1183
DOWNSVILLE;100015745469;DOWNSVILLE-#1BK -TRANS;;;1183
GRAND GORGE;100015745527;GRAND GORGE-#1BK-TRANS;;;3261
HANCOCK;100015745588;HANCOCK-#1BK -TRANS;;;745
HANCOCK;100015745590;HANCOCK-#1BK -TRANS;;;745
HANCOCK;100015745592;HANCOCK-#1BK -TRANS;;;745
HANCOCK;100015745594;HANCOCK-#1BK -TRANS;;;745
SHANDAKEN;100015745745;SHANDAKEN -#1BK -TRANS;;;584
SHANDAKEN;100015745747;SHANDAKEN -#1BK -TRANS;;;584
SHANDAKEN;100015745749;SHANDAKEN -#1BK -TRANS;;;584
SHANDAKEN;100015745751;SHANDAKEN -#2BK -TRANS;;;1807
SHANDAKEN;100015745753;SHANDAKEN-#3BK -TRANS;;;584
;100015745823;FRASER-#2BK                 -TRANS;;;0
RIVER ROAD;100015746562;RIVER ROAD- #1BK -TRANS;;;3195
WINDHAM;100015746564;WINDHAM-#1BK -TRANS;;;2118
WINDHAM;100015746566;WINDHAM-#2BK -TRANS;;;1701
RIVER ROAD;100015746579;RIVER ROAD- #1BK -TRANS;;;3195
RIVER ROAD;100015746581;RIVER ROAD- #1BK -TRANS;;;3195
FINCH HOLLOW;100015746687;FINCH HOLLOW-#1BK -TRANS;;;444
FINCH HOLLOW;100015746689;FINCH HOLLOW-#1BK -TRANS;;;444
FINCH HOLLOW;100015746691;FINCH HOLLOW-#1BK -TRANS;;;444
SANDS CREEK;100015746711;SANDS CREEK-#1BK -TRANS;;;98
